spatial-radial_div,spatial-radial_loy,spatial-radial_reg,weekly_div,weekly_loy,weekly_reg,hourly_div,hourly_loy,hourly_reg,spatial-grid_div,spatial-grid_loy,spatial-grid_reg,age,gender,marital,education,working,OS1Class,DaysClass1,Trouble
0.730237891,0.862745098,0.889895366,0.96499259,0.577981651,0.961664348,0.917399204,0.321100917,0.893071962,0.815234542,0.68627451,0.919583215,37,Male,Married,College,Private Sector Employee,1,1,0
NA,NA,NA,0.987638055,0.521276596,0.865196494,0.892996558,0.356382979,0.932144673,0.720997949,0.686746988,0.913143203,37,Male,Single,College,Self-Employed - Service,1,1,1
0.827407057,0.875,0.859345097,0.947754088,0.596491228,0.902067356,0.932825793,0.368421053,0.933857536,0.899208522,0.6875,0.91535174,35,Male,Married,High School,Other Income,1,0,1
0.876945573,0.6875,0.923720052,0.959919401,0.595744681,0.857572315,0.939013763,0.361702128,0.973155868,0.80553389,0.6875,0.657068468,30,Female,Married,Master,Private Sector Employee,1,1,1
0.337290067,1,0.761499907,0.932307165,0.727272727,0.841686397,0.904281607,0.484848485,0.753201678,0.8846258,0.6875,0.936586823,29,Male,Married,High School,Private Sector Employee,1,0,0
0.916225168,0.6875,0.954977406,0.980397023,0.6,0.863289268,0.941243584,0.353846154,0.946623341,0.815994663,0.6875,0.765173004,73,Male,Divorced,Master,Private Sector Employee,1,1,0
0.894124431,0.75,0.819400756,0.968224758,0.64,0.989365291,0.892016807,0.6,0.890861291,0.8846258,0.6875,0.860408384,25,Male,Single,High School,Private Sector Employee,1,0,0
0.786830181,0.84375,0.842084079,0.911655572,0.65,0.75129656,0.882204102,0.525,0.661071229,0.796760841,0.6875,0.65888975,51,Male,Married,High School,Retiree & Non-Employed,1,0,0
0.581343945,0.96875,0.897293812,0.95135553,0.604166667,0.897511873,0.92520751,0.458333333,0.852188112,0.835610696,0.6875,0.834400725,29,Female,Single,College,Private Sector Employee,1,1,0
0.780019971,0.8375,0.923643668,0.97821776,0.537037037,0.963209767,0.911040267,0.324074074,0.978596298,0.812879338,0.6875,0.757126475,34,Male,Divorced,High School,Private Sector Employee,1,1,0
0.795958593,0.9375,0.90285925,0.948158767,0.611111111,0.763900843,0.858202291,0.592592593,0.861206222,0.869486198,0.6875,0.962473953,41,Male,Married,College,Private Sector Employee,0,0,0
0.700544722,0.875,0.860708252,0.949568896,0.608695652,0.98819169,0.902099214,0.565217391,0.957587724,0.738972396,0.6875,0.894156658,32,Female,Single,High School,Private Sector Employee,0,1,0
0.559828313,1,0.995275683,0.905894547,0.709090909,0.971652383,0.897721146,0.454545455,0.801407546,0.757773199,0.6875,0.835626763,28,Male,Single,High School,Private Sector Employee,1,1,0
0.807518546,0.875,0.881897063,0.971155682,0.553191489,0.953812561,0.956993294,0.29787234,0.935360381,0.930628224,0.6875,0.858633998,29,Male,Single,High School,Private Sector Employee,1,0,0
0.841033594,0.8125,0.914736985,0.94270572,0.621621622,0.955170848,0.941363393,0.378378378,0.911103382,0.912376328,0.6875,0.793824084,31,Male,Single,High School,Private Sector Employee,0,1,0
NA,NA,NA,0.930342322,0.648648649,0.95254008,0.954844237,0.378378378,0.948778029,0.824867251,0.6875,0.955640028,49,Male,Married,High School,Private Sector Employee,0,0,0
0.864019727,0.8125,0.923215707,0.92931437,0.675675676,0.978976213,0.925116868,0.405405405,0.932452185,0.899208522,0.6875,0.686726791,25,Male,Single,High School,Private Sector Employee,1,1,1
0.826834909,0.8125,0.896672921,0.899744372,0.666666667,0.967907181,0.860791,0.50877193,0.930788429,0.782178611,0.6875,0.763211188,35,Male,Married,High School,Private Sector Employee,1,0,0
0.93889063,0.75,0.820597384,0.775685913,0.818181818,0.916475114,0.953301632,0.333333333,0.966979267,0.8846258,0.6875,0.815093785,44,Male,Married,College,Public Servant,0,1,0
0.787120357,1,0.95356279,0.899065242,0.666666667,0.902359153,0.904105287,0.515151515,0.934093517,0.853751053,0.6875,0.826941901,26,Male,Single,College,Private Sector Employee,0,1,0
NA,NA,NA,0.983369365,0.523809524,0.780464505,0.886351199,0.571428571,0.80778467,0.8846258,0.6875,0.860408384,43,Male,Married,Primary School,Self-Employed - Retail,1,1,0
0.910562164,0.625,0.754442277,0.983303954,0.541666667,0.892443405,0.956338026,0.25,0.867330275,0.803540121,0.6875,0.861079717,30,Male,Single,College,Private Sector Employee,1,1,0
NA,NA,NA,0.875787548,0.75,0.917675295,0.964235348,0.375,0.829973759,0.940066454,0.6875,0.778874755,56,Male,Married,Primary School,Private Sector Employee,0,0,0
NA,NA,NA,0.983510364,0.59375,0.771285673,0.923630179,0.46875,0.942992867,0.921814557,0.6875,0.926219401,31,Male,Married,College,Public Servant,0,0,0
0.337290067,1,0.882642712,0.899390011,0.72,0.905686932,0.918525281,0.48,0.849839101,0.853751053,0.6875,0.906594083,33,Male,Single,College,Private Sector Employee,0,0,0
0.90806369,0.8125,0.945643145,0.936215695,0.684210526,0.854716908,0.92786477,0.526315789,0.977346007,0.918237844,0.6875,0.746933959,37,Female,Married,College,Private Sector Employee,1,1,0
0.742545499,0.875,0.918811411,0.954971729,0.586206897,0.954654937,0.916372817,0.431034483,0.915874354,0.807317205,0.6875,0.849431012,56,Male,Married,Middle School,Retiree & Non-Employed,1,0,0
0.662230147,0.9375,0.529651716,0.849263376,0.75,0.793576249,0.935655361,0.55,0.678565533,0.869486198,0.6875,0.346676765,23,Female,Married,College,Other Income,1,0,0
0.337290067,1,0.761499907,0.98867203,0.514285714,0.656454741,0.950932376,0.371428571,0.554934171,0.8846258,0.6875,0.336592487,27,Female,Single,College,Private Sector Employee,0,1,0
0.926879687,0.625,0.729841176,0.951116777,0.594594595,0.975700035,0.897594223,0.486486486,0.890406436,0.824867251,0.6875,0.932313488,27,Male,Married,College,Public Servant,0,0,0
0.700544722,0.875,0.891436896,0.931123618,0.666666667,0.859845366,0.889928855,0.479166667,0.959219055,0.918237844,0.6875,0.866508188,29,Female,Single,College,Private Sector Employee,0,1,1
0.904249256,0.75,0.914473999,0.909578206,0.666666667,0.951452211,0.941659664,0.416666667,0.917368157,0.899208522,0.6875,0.77089559,47,Male,Married,Master,Private Sector Employee,0,0,0
0.888255909,0.836065574,0.856651911,0.992858138,0.495412844,0.966247856,0.929743214,0.348623853,0.936487544,0.778936985,0.68852459,0.787557002,38,Male,Married,High School,Private Sector Employee,1,0,0
0.854423137,0.733333333,0.974185784,0.943839732,0.59375,0.956277407,0.92493227,0.359375,0.915522591,0.807628434,0.688888889,0.8581939,49,Male,Married,College,Private Sector Employee,0,0,0
0.812842616,0.711111111,0.843577514,0.919164594,0.655913978,0.975482696,0.90297591,0.397849462,0.966187202,0.720338256,0.688888889,0.80722074,30,Male,Married,College,Private Sector Employee,1,0,0
0.966974144,0.822222222,0.897258853,0.941952087,0.625,0.942591955,0.933543166,0.375,0.911161185,0.826323541,0.688888889,0.733653013,40,Female,Married,High School,Private Sector Employee,1,1,0
0.555399841,0.995798319,0.947597308,0.987061836,0.514634146,0.986848701,0.920537162,0.285365854,0.969065155,0.656700326,0.68907563,0.837773521,38,Male,Married,Master,Self-Employed - Service,1,0,0
0.930475945,1,0.34205415,0.973686445,0.526315789,0.947816166,0.939421415,0.342105263,0.88570921,0.900514093,0.689655172,0.899785995,45,Male,Married,College,Private Sector Employee,0,0,0
0.850491662,0.75862069,0.971044877,0.91684758,0.657142857,0.934218269,0.942625504,0.371428571,0.959025472,0.788033677,0.689655172,0.733658494,51,Male,Married,Primary School,Retiree & Non-Employed,1,0,0
0.885773444,0.75862069,0.888446169,0.98736009,0.511627907,0.931092135,0.938842177,0.395348837,0.946468595,0.806160071,0.689655172,0.832199578,45,Male,Married,College,Self-Employed - Service,1,0,0
0.872747695,0.689655172,0.93387468,0.971665459,0.583333333,0.861338874,0.950974871,0.361111111,0.861791648,0.843223512,0.689655172,0.702086152,45,Male,Married,Master,Self-Employed - Service,1,0,0
NA,NA,NA,0.953911206,0.603773585,0.962383005,0.927473933,0.358490566,0.969197094,0.847655413,0.689655172,0.865875464,30,Male,Married,High School,Private Sector Employee,1,1,0
0.971588342,0.862068966,0.88553615,0.949213998,0.609756098,0.881172435,0.895231609,0.536585366,0.894468813,0.840310475,0.689655172,0.772760367,26,Female,Single,Master,Private Sector Employee,0,0,0
0.8413971,0.793103448,0.927656258,0.87896531,0.688888889,0.837200019,0.937372187,0.444444444,0.901681737,0.840396212,0.689655172,0.698906181,46,Male,Married,College,Private Sector Employee,1,0,0
0.922221749,0.75862069,0.98433376,0.862198443,0.780487805,0.891219227,0.931162234,0.43902439,0.836924112,0.810472069,0.689655172,0.865822032,34,Male,Married,Primary School,Private Sector Employee,1,0,0
0,1,1,0.965070464,0.541666667,0.891494188,0.948120313,0.333333333,0.937214643,0.899003859,0.689655172,0.703094718,40,Male,Single,College,Public Servant,1,0,0
0.946924589,0.75862069,0.917601899,0.96439664,0.555555556,0.957510184,0.924793703,0.422222222,0.862797813,0.796710545,0.689655172,0.854916708,36,Male,Single,Primary School,Private Sector Employee,1,1,1
0.820323486,0.833333333,0.891774724,0.955848429,0.593023256,0.900981142,0.96320524,0.290697674,0.902183258,0.840993996,0.69047619,0.698400037,29,Male,Married,Middle School,Private Sector Employee,1,1,1
0.763243048,0.854545455,0.975244915,0.986175975,0.528301887,0.985989317,0.954281584,0.377358491,0.959525906,0.845560304,0.690909091,0.705552016,47,Male,Married,High School,Private Sector Employee,1,0,1
0.633502151,0.890909091,0.975052602,0.906515905,0.662921348,0.968941724,0.925106798,0.370786517,0.939875159,0.809057377,0.690909091,0.830794112,49,Male,Married,College,Self-Employed - Retail,0,0,0
0.900879509,0.618181818,0.844181663,0.972560063,0.56424581,0.905704456,0.914641253,0.340782123,0.907423376,0.679005221,0.690909091,0.847527348,48,Male,Married,College,Private Sector Employee,1,0,0
0.779349837,1,0.901750343,0.955011169,0.545454545,0.896024241,0.912360508,0.484848485,0.951602423,0.927263584,0.692307692,0.741008517,47,Male,Married,High School,Private Sector Employee,0,0,0
0.887929474,0.923076923,0.942848265,0.941203468,0.6,0.951610671,0.955367064,0.48,0.914904644,0.838345708,0.692307692,0.91824451,23,Male,Single,High School,Private Sector Employee,0,0,0
0.838345708,0.692307692,0.870724919,0.929151698,0.625,0.907224299,0.961955575,0.4375,0.865579665,0.869726109,0.692307692,0.705033091,23,Male,Single,High School,Private Sector Employee,1,1,0
0.913122629,0.923076923,0.9655951,0.960732928,0.625,0.979427264,0.940718736,0.5,0.92640511,0.869726109,0.692307692,0.863889098,51,Male,Married,High School,Private Sector Employee,1,0,0
0.676015051,0.923076923,0.518900474,0.9515151,0.657142857,0.845948976,0.879579756,0.571428571,0.785318158,0.890410444,0.692307692,0.333852375,49,Male,Married,College,Retiree & Non-Employed,0,0,0
0.856087394,0.846153846,0.851037795,0.951010726,0.585365854,0.868036684,0.963123564,0.317073171,0.843347033,0.927263584,0.692307692,0.85461631,63,Female,Divorced,College,Private Sector Employee,1,0,0
0.867211377,0.730769231,0.87766205,0.966035619,0.568181818,0.940636068,0.930669497,0.363636364,0.958336513,0.875552747,0.692307692,0.744919121,33,Male,Married,College,Private Sector Employee,0,0,0
NA,NA,NA,0.865097836,0.85,0.881687746,0.954551244,0.45,0.813027189,0.947523158,0.692307692,0.793088854,53,Male,Married,Primary School,Private Sector Employee,0,0,0
0.932935088,0.692307692,0.946615754,0.922405031,0.631578947,0.880755318,0.957227186,0.421052632,0.942933325,0.879714377,0.692307692,0.679370001,56,Female,Married,High School,Retiree & Non-Employed,1,0,0
0.820433801,0.961538462,0.958388243,0.923591852,0.652173913,0.928953914,0.914297146,0.391304348,0.919701987,0.874500869,0.692307692,0.837424278,32,Female,Divorced,College,Public Servant,1,0,0
0.925787598,0.615384615,0.952249359,0.927790246,0.714285714,0.97016668,0.961026242,0.476190476,0.91149758,0.838345708,0.692307692,0.932067127,40,Female,Divorced,High School,Private Sector Employee,1,0,0
0.919036886,0.769230769,0.812937131,0.889295276,0.75,0.822355244,0.94595772,0.625,0.93573083,0.913831148,0.692307692,0.863933224,33,Female,Single,Primary School,Private Sector Employee,0,0,0
0.744262647,0.923076923,0.811163095,0.902831015,0.6875,0.880509373,0.931674534,0.46875,0.947379997,0.913831148,0.692307692,0.743108398,53,Male,Married,Primary School,Public Servant,1,0,1
0.895883144,0.769230769,0.973297221,0.87146544,0.75,0.647085886,0.950433437,0.416666667,0.844646327,0.869726109,0.692307692,0.863889098,56,Male,Married,Middle School,Self-Employed - Manufacture,0,0,0
0.938161462,0.653846154,0.905686013,0.809333763,0.764705882,0.863145567,0.948724861,0.441176471,0.81650381,0.756636912,0.692307692,0.890640586,26,Female,Single,College,Private Sector Employee,1,0,0
0.881096036,0.769230769,0.830414705,0.964563236,0.653846154,0.75326785,0.933848527,0.461538462,0.852750852,0.869726109,0.692307692,0.853609579,40,Male,Married,Middle School,Private Sector Employee,1,0,1
0.834590168,0.923076923,0.903537825,0.949633158,0.6,0.950765447,0.947172622,0.5,0.962645403,0.890410444,0.692307692,0.787371688,40,Male,Married,College,Private Sector Employee,0,0,0
0.913831148,0.692307692,0.318178204,0.960558143,0.666666667,0.934807575,0.965407228,0.388888889,0.567670109,0.913831148,0.692307692,0.318178204,23,Male,Single,College,Private Sector Employee,0,1,1
0.858300485,0.892307692,0.877127989,0.950834904,0.577777778,0.671309859,0.912322635,0.411111111,0.926782239,0.752851502,0.692307692,0.836794916,59,Female,Married,Primary School,Private Sector Employee,1,0,0
0.942156764,0.846153846,0.88377935,0.949633158,0.6,0.830743971,0.941559378,0.45,0.845504556,0.932935088,0.692307692,0.904792807,39,Female,Married,College,Private Sector Employee,0,0,0
0.834299667,0.846153846,0.927794445,0.898056259,0.714285714,0.947434664,0.896333389,0.514285714,0.953352407,0.817815968,0.692307692,0.732776323,33,Male,Married,Master,Private Sector Employee,0,0,0
0.903109663,0.846153846,0.888710985,0.979128059,0.555555556,0.854355909,0.955970774,0.333333333,0.881521032,0.863045893,0.692307692,0.809032686,38,Male,Married,High School,Private Sector Employee,0,1,0
0.942156764,0.846153846,0.889913709,0.904167895,0.666666667,0.921309365,0.908543592,0.5,0.95596263,0.932935088,0.692307692,0.897100549,31,Female,Single,College,Public Servant,0,1,1
0.787222605,0.769230769,0.419925062,0.96898906,0.631578947,0.738997528,0.93159618,0.578947368,0.690353627,0.932935088,0.692307692,0.855986197,35,Female,Married,High School,Private Sector Employee,0,1,1
0.913122629,0.923076923,0.940737087,0.928361038,0.666666667,0.88015508,0.878495226,0.733333333,0.909157123,0.869726109,0.692307692,0.673957532,41,Male,Married,High School,Self-Employed - Service,1,1,0
0.828491525,0.769230769,0.948646511,0.875881495,0.71875,0.895649632,0.935690154,0.40625,0.929599587,0.913831148,0.692307692,0.793013607,27,Male,Married,High School,Private Sector Employee,1,1,0
0.885035554,0.769230769,0.835135383,0.874671253,0.739130435,0.756566202,0.907445597,0.52173913,0.655544069,0.779661685,0.692307692,0.407316738,32,Male,Married,College,Private Sector Employee,0,1,0
0.807165418,0.923076923,0.853196839,0.947557337,0.588235294,0.849959954,0.963698337,0.411764706,0.864444962,0.913831148,0.692307692,0.850991075,35,Male,Single,College,Public Servant,1,0,0
0.619382195,1,0.730862569,0.942338328,0.695652174,0.784422055,0.836356277,0.739130435,0.795797209,0.907499427,0.692307692,0.861264487,24,Male,Single,College,Public Servant,0,0,0
0.913122629,0.923076923,0.945484306,0.922141752,0.666666667,0.852224636,0.95533905,0.380952381,0.827230914,0.838345708,0.692307692,0.368534212,36,Male,Married,College,Public Servant,0,0,0
0.947353968,0.769230769,0.832629091,0.803213079,0.740740741,0.790576601,0.92056718,0.444444444,0.606738616,0.890410444,0.692307692,0.333852375,27,Male,Single,College,Self-Employed - Service,1,1,0
0.877787596,0.846153846,0.891072023,0.953472968,0.636363636,0.821349384,0.928305807,0.5,0.88202515,0.932935088,0.692307692,0.792359193,36,Female,Divorced,College,Private Sector Employee,1,0,0
0.885035554,0.769230769,0.825879593,0.962015463,0.553191489,0.882077917,0.94984869,0.319148936,0.851800856,0.932935088,0.692307692,0.918946053,32,Female,Married,High School,Private Sector Employee,1,0,1
NA,NA,NA,0.902511435,0.741935484,0.814901338,0.94312723,0.387096774,0.740256604,0.890410444,0.692307692,0.843487829,36,Female,Single,College,Private Sector Employee,0,0,1
0.883080549,0.721153846,0.940468485,0.985519363,0.523809524,0.94911392,0.911644232,0.352380952,0.92910077,0.697188654,0.692307692,0.928165964,37,Male,Married,College,Private Sector Employee,1,0,0
NA,NA,NA,0.912897693,0.736842105,0.79453444,0.977275362,0.315789474,0.751834905,0.913831148,0.692307692,0.844397277,46,Male,Married,Primary School,Unknown,1,0,0
0.676015051,0.923076923,0.88996987,0.944334235,0.666666667,0.763547529,0.965510836,0.388888889,0.848742928,0.932935088,0.692307692,0.683666476,35,Male,Single,High School,Private Sector Employee,1,1,0
0.676015051,0.923076923,0.936655042,0.827143269,0.777777778,0.898728961,0.944181877,0.5,0.761872435,0.838345708,0.692307692,0.932067127,33,Male,Married,Master,Self-Employed - Retail,1,0,0
0.80453791,0.755102041,0.931933533,0.994345966,0.483333333,0.886684938,0.916691632,0.466666667,0.970052625,0.811521817,0.693877551,0.679411241,53,Female,Married,College,Retiree & Non-Employed,1,0,0
0.811555623,1,0.996704257,0.918113789,0.641791045,0.975140936,0.904835244,0.447761194,0.920822584,0.800038066,0.693877551,0.841299955,76,Male,Married,College,Retiree & Non-Employed,0,0,0
0.868821801,0.836734694,0.943425505,0.98144896,0.546391753,0.990879953,0.910615472,0.381443299,0.93967752,0.851366582,0.693877551,0.816137614,33,Female,Married,College,Private Sector Employee,1,0,0
NA,NA,NA,0.95960752,0.583333333,0.69786865,0.928133977,0.357142857,0.685993422,0.791863673,0.693877551,0.39968382,32,Male,Married,High School,Other Income,1,0,0
NA,NA,NA,0.921573132,0.645833333,0.948396054,0.850675053,0.520833333,0.944713908,0.842518831,0.694444444,0.826359455,53,Male,Married,College,Public Servant,1,0,0
0.804113623,0.805555556,0.892515108,0.984430619,0.517647059,0.961484152,0.807253949,0.505882353,0.937797043,0.80292229,0.694444444,0.815754579,28,Male,Single,High School,Private Sector Employee,1,1,0
0.902837031,0.739130435,0.990307289,0.919642492,0.666666667,0.886947511,0.912760954,0.461538462,0.908255232,0.860447689,0.695652174,0.74130173,61,Female,Married,Middle School,Retiree & Non-Employed,1,0,0
0.930345159,0.695652174,0.782607956,0.912938925,0.633333333,0.903809309,0.933958921,0.4,0.900978632,0.861092929,0.695652174,0.771087162,52,Male,Married,High School,Retiree & Non-Employed,1,1,1
0.793463739,0.782608696,0.418259643,0.956661756,0.6,0.715859239,0.88679709,0.542857143,0.675984751,0.873441848,0.695652174,0.345963204,53,Female,Divorced,Primary School,Private Sector Employee,1,0,0
0.509583164,1,0.941953877,0.950258266,0.6,0.879572465,0.939040446,0.371428571,0.827496351,0.898662917,0.695652174,0.909839267,33,Male,Married,College,Private Sector Employee,1,0,0
0.824665132,0.782608696,0.832629621,0.949645105,0.586206897,0.707395063,0.90419532,0.413793103,0.752802089,0.800482459,0.695652174,0.914209118,33,Male,Single,Master,Private Sector Employee,1,0,0
0.666578358,1,0.774680581,0.983774525,0.575757576,0.750373304,0.916732783,0.454545455,0.904427833,0.800482459,0.695652174,0.792754556,29,Male,Married,College,Public Servant,1,0,0
0.798771075,0.869565217,0.960438418,0.940225851,0.638888889,0.952860821,0.945670906,0.416666667,0.919833474,0.870172826,0.695652174,0.764822786,43,Female,Divorced,College,Private Sector Employee,0,0,0
0.833406364,0.956521739,0.955784452,0.969250242,0.575757576,0.945394718,0.956063208,0.333333333,0.882133618,0.902404253,0.695652174,0.742706487,46,Female,Married,College,Private Sector Employee,0,0,0
0.902404253,0.695652174,0.842429905,0.893756291,0.702702703,0.863131764,0.939022547,0.378378378,0.950436163,0.847867998,0.695652174,0.828119821,54,Male,Married,College,Public Servant,1,1,0
0.761355978,0.956521739,0.900614479,0.921682095,0.6875,0.918268228,0.912855875,0.46875,0.966337208,0.833426372,0.695652174,0.837863987,27,Female,Married,High School,Public Servant,1,0,0
0.871311841,0.695652174,0.347385288,0.937563309,0.638297872,0.842992702,0.903550319,0.404255319,0.575095172,0.845958802,0.695652174,0.364282337,41,Female,Single,High School,Private Sector Employee,0,0,0
0.692289807,0.855072464,0.89715966,0.977134953,0.544554455,0.878939867,0.886350962,0.455445545,0.944917897,0.726988916,0.695652174,0.816243966,41,Male,Married,College,Private Sector Employee,1,0,0
0.93256631,0.739130435,0.971006239,0.888573542,0.69047619,0.929256454,0.931393822,0.452380952,0.93368044,0.848292029,0.695652174,0.734600601,32,Female,Married,High School,Private Sector Employee,1,0,1
0.847551451,0.826086957,0.83646666,0.947162417,0.636363636,0.828723173,0.939848354,0.363636364,0.726679392,0.879379525,0.695652174,0.837474506,36,Male,Married,Middle School,Private Sector Employee,1,0,0
0.987692509,1,0.950929141,0.938409655,0.611111111,0.723660261,0.93921447,0.416666667,0.96018607,0.933704571,0.695652174,0.876272348,50,Male,Married,High School,Retiree & Non-Employed,1,0,0
0.8284887,0.75,0.993805735,0.969058212,0.563380282,0.957329733,0.919326884,0.408450704,0.970954616,0.805100002,0.696428571,0.726534733,52,Female,Single,High School,Public Servant,1,0,0
0.768180299,0.767857143,0.77370815,0.890777637,0.64556962,0.971564428,0.932342304,0.329113924,0.972329676,0.723898603,0.696428571,0.946027251,40,Male,Married,College,Private Sector Employee,0,0,0
0.778063344,0.808080808,0.872940151,0.978685793,0.548913043,0.916994789,0.941084753,0.282608696,0.956370988,0.69661982,0.696969697,0.886629995,27,Male,Single,High School,Private Sector Employee,1,0,0
NA,NA,NA,0.946307697,0.596491228,0.825376692,0.91566773,0.438596491,0.972718515,0.886032623,0.696969697,0.860666101,57,Male,Married,College,Retiree & Non-Employed,1,0,0
NA,NA,NA,0.968176329,0.573770492,0.965080076,0.915974228,0.393442623,0.952193467,0.853949828,0.696969697,0.7400388,35,Male,Married,Middle School,Public Servant,1,0,0
NA,NA,NA,0.879532499,0.690909091,0.93383234,0.875237408,0.472727273,0.914200001,0.885686567,0.696969697,0.739326666,45,Male,Married,College,Private Sector Employee,0,0,0
0.864148105,0.697674419,0.928418618,0.959942921,0.58,0.938415411,0.9417164,0.32,0.813658853,0.803766705,0.697674419,0.701258805,23,Male,Single,High School,Private Sector Employee,1,0,1
0.947000991,0.697674419,0.990433258,0.966821604,0.56,0.877430972,0.956076413,0.373333333,0.86550018,0.936437859,0.697674419,0.729356115,47,Male,Married,Middle School,Self-Employed - Manufacture,1,1,0
0.946411928,0.7,NA,0.94015672,0.62962963,0.285483076,0.972346552,0.37037037,0.553147144,0.917208893,0.7,NA,54,Male,Married,College,Retiree & Private Sector Employee,0,1,0
0.581671866,1,0.588695879,0.911975852,0.72,0.763810428,0.932417895,0.4,0.855317612,0.907726647,0.7,0.975273306,40,Male,Married,High School,Public Servant,1,0,0
0.793623908,0.9,0.434385773,0.991058183,0.565217391,0.692497258,0.955080826,0.391304348,0.568416793,0.806870026,0.7,0.391296772,35,Male,Married,High School,Private Sector Employee,0,0,1
0.93497753,0.8,0.851292365,0.960968854,0.653846154,0.878789512,0.860578722,0.653846154,0.878197595,0.946411928,0.7,0.853590162,38,Male,Married,High School,Private Sector Employee,1,1,0
0.923219672,0.9,0.893861152,0.881353453,0.8,0.850149155,0.898244402,0.7,0.785153026,0.946411928,0.7,0.858578643,32,Female,Married,College,Public Servant,0,0,0
0.902288066,0.733333333,0.955033209,0.917500678,0.644067797,0.902973984,0.903959246,0.406779661,0.884659775,0.811455769,0.7,0.684925091,43,Female,Married,Primary School,Public Servant,0,0,0
0.967488765,0.7,0.787344219,0.898244402,0.7,0.779134505,0.917208893,0.7,0.786866465,0.967488765,0.7,0.857794229,55,Male,Married,High School,Private Sector Employee,0,0,0
0.975614963,0.6,0.716403607,0.860593433,0.75,0.798840115,0.96414475,0.4375,0.804281155,0.946411928,0.7,0.858578643,45,Male,Married,Middle School,Non-Employed,1,0,0
0.915277231,0.75,0.957873653,0.912674417,0.648648649,0.9524765,0.966851969,0.432432432,0.84721988,0.937429333,0.7,0.706499981,31,Female,Single,College,Private Sector Employee,0,0,0
0.817345422,1,0.980444722,0.967488765,0.7,0.786625938,0.942680715,0.6,0.918496931,0.898244402,0.7,0.73584686,51,Male,Married,Middle School,Retiree & Non-Employed,1,0,0
0.90844717,0.671428571,0.901697172,0.981920486,0.506329114,0.966153332,0.91457503,0.421940928,0.950033815,0.75527332,0.7,0.89336729,36,Male,Married,High School,Private Sector Employee,1,0,0
NA,NA,NA,0.953962512,0.65,0.732737176,0.949633158,0.6,0.717148017,0.898244402,0.7,0.841327063,27,Female,Single,High School,Self-Employed - Manufacture,0,1,0
0.96957035,0.6,0.89177347,0.948880121,0.6875,0.778127408,0.96414475,0.4375,0.949049784,0.946411928,0.7,0.737973164,27,Male,Single,College,Public Servant,0,0,0
0.970322725,0.85,0.95096442,0.83736189,0.739130435,0.930870476,0.975496208,0.434782609,0.811338716,0.891091282,0.7,0.675709666,42,Male,Married,College,Private Sector Employee,1,1,0
0.991159471,1,0.968346477,0.771841063,0.933333333,0.452193889,0.953786006,0.366666667,0.941358025,0.898244402,0.7,0.841327063,52,Male,Married,High School,Public Servant,0,0,0
0.785475297,0.9,0.83263685,0.928524922,0.785714286,0.847951169,0.961100933,0.428571429,0.771057361,0.946411928,0.7,0.853590162,32,Male,Single,Master,Private Sector Employee,1,0,0
0.678389825,0.9,0.515122307,0.993415142,0.653846154,0.7529844,0.938943816,0.423076923,0.592019761,0.898244402,0.7,0.330357183,69,Male,Married,Master,Private Sector Employee,0,0,0
0.898328913,0.6,0.715122559,0.939738754,0.785714286,0.963638693,0.935784974,0.571428571,0.696764571,0.898244402,0.7,0.854537901,39,Female,Married,High School,Private Sector Employee,0,0,0
0.991159471,1,0.993748802,0.916921417,0.692307692,0.774637395,0.915414157,0.538461538,0.668207507,0.967488765,0.7,0.856722332,33,Female,Married,College,Public Servant,1,1,0
0.880482024,0.9,0.924402764,0.924043437,0.666666667,0.762912929,0.882920769,0.611111111,0.916840505,0.946411928,0.7,0.969164745,33,Male,Single,High School,Private Sector Employee,1,0,0
NA,NA,NA,0.967797288,0.585365854,0.929096417,0.893898593,0.487804878,0.912424477,0.894771633,0.7,0.720115892,35,Female,Single,College,Public Servant,0,0,0
0.865910307,0.675,0.941518907,0.970382026,0.55,0.952220836,0.946928793,0.325,0.978583182,0.726739751,0.7,0.908116783,33,Female,Single,Master,Private Sector Employee,1,0,0
0.842737649,0.9,0.889106023,0.961586235,0.571428571,0.894076798,0.961100933,0.428571429,0.972494206,0.835975008,0.7,0.892746332,28,Male,Married,High School,Private Sector Employee,0,0,0
0.960964047,0.8,0.855910088,0.907059996,0.7,0.959201648,0.947172622,0.5,0.93717973,0.898244402,0.7,0.330357183,44,Male,Married,College,Private Sector Employee,0,0,0
0.880482024,0.9,0.923806024,0.899379762,0.785714286,0.934554177,0.957879197,0.5,0.9095356,0.967488765,0.7,0.854747295,30,Male,Single,College,Private Sector Employee,0,1,1
0,1,1,0.933785138,0.714285714,0.987789189,0.823255764,0.785714286,0.81412663,0.946411928,0.7,0.679553685,56,Female,Married,High School,Public Servant,1,0,0
0.821373491,0.75,0.810403137,0.825222387,0.827586207,0.845155731,0.930025018,0.413793103,0.859341715,0.840642698,0.7,0.940245834,30,Male,Single,College,Private Sector Employee,1,0,0
0.883304189,0.7,0.955942457,0.971892184,0.558139535,0.8773639,0.936831502,0.348837209,0.860728011,0.727005806,0.7,0.635110597,35,Female,Divorced,High School,Private Sector Employee,0,1,0
0.93497753,0.8,0.981624757,0.845334804,0.866666667,0.893918539,0.945105424,0.533333333,0.965537659,0.898244402,0.7,0.783387236,63,Male,Married,High School,Public Servant,0,0,0
